customer_id,trans_date,tran_amount
CS1782,2014-09-19,54
CS1542,2013-09-30,55
CS1135,2013-08-10,40
CS5544,2011-06-24,105
CS4870,2014-08-13,92
CS2117,2014-06-27,90
CS3517,2014-07-22,100
CS1532,2012-11-26,81
CS6005,2012-12-04,58
CS3542,2012-03-22,87
CS3739,2012-01-06,76
CS3672,2014-09-23,98
CS3966,2014-04-16,63
CS1254,2013-10-07,101
CS4318,2013-03-15,38
CS4061,2013-09-20,93
CS3645,2014-07-10,54
CS1539,2011-07-13,64
CS3036,2015-01-13,39
CS4267,2012-10-18,72
CS5925,2015-01-05,94
CS3958,2013-07-15,89
CS2395,2012-11-19,73
CS3925,2012-02-07,68
CS2474,2012-01-05,74
CS2890,2012-01-27,75
CS1303,2011-11-13,84
CS5160,2013-09-06,67
CS2452,2014-04-30,74
CS1209,2011-06-19,54
CS6053,2011-11-04,49
CS4338,2015-02-07,37
CS2895,2013-04-20,60
CS2824,2012-11-13,92
CS1312,2012-10-29,66
CS5225,2011-12-05,76
CS3129,2013-10-15,65
CS4983,2013-11-09,72
CS1874,2015-03-02,90
CS5415,2013-02-25,73
CS1255,2013-11-28,43
CS6053,2013-08-22,84
CS4751,2011-11-13,95
CS3170,2011-11-17,42
CS4538,2012-08-19,37
CS4625,2012-06-12,50
CS3444,2014-04-01,86
CS4305,2015-01-28,105
CS4521,2012-04-04,85
CS1404,2013-07-09,42
CS5231,2012-01-08,58
CS3813,2011-12-11,68
CS2835,2012-02-05,56
CS4496,2013-09-12,70
CS3230,2013-09-27,45
CS2278,2013-05-30,68
CS1585,2012-03-07,38
CS1288,2012-09-12,80
CS5283,2012-04-29,62
CS4865,2012-08-11,89
CS6096,2013-06-03,48
CS5589,2012-10-05,38
CS1437,2012-04-05,66
CS1227,2014-11-13,87
CS1170,2011-10-20,85
CS3684,2012-04-03,66
CS2696,2013-07-01,52
CS1464,2013-10-06,92
CS2327,2014-06-09,91
CS1984,2013-02-18,87
CS1445,2013-10-20,60
CS2943,2014-06-27,47
CS5173,2011-10-09,76
CS2836,2015-02-10,57
CS4135,2014-06-22,51
CS2220,2014-08-11,64
CS5032,2014-08-30,77
CS4942,2012-06-28,58
CS4258,2014-12-06,97
CS5984,2014-05-27,86
CS6055,2011-08-15,66
CS2917,2014-05-16,81
CS1874,2011-12-06,53
CS4805,2014-06-07,67
CS4980,2012-11-11,43
CS3548,2014-03-20,62
CS3172,2013-04-15,56
CS1487,2015-02-16,90
CS2894,2013-12-11,72
CS1770,2012-12-09,74
CS4659,2011-09-19,69
CS1304,2011-09-04,37
CS3654,2012-07-12,78
CS2303,2015-01-20,94
CS4702,2014-08-08,78
CS2432,2012-06-05,74
CS2357,2013-11-14,78
CS5124,2011-06-04,72
CS2107,2012-05-18,102
CS4423,2011-11-29,38
CS4317,2012-02-25,87
CS2083,2014-09-12,57
CS3904,2011-05-27,89
CS4124,2013-10-20,74
CS2652,2012-04-05,47
CS4555,2012-01-15,50
CS5968,2012-08-03,81
CS4643,2011-06-27,84
CS5129,2011-11-13,35
CS4004,2012-01-17,99
CS3351,2012-12-31,85
CS2880,2012-05-08,92
CS5760,2011-12-25,56
CS4066,2011-07-29,100
CS1708,2012-08-09,91
CS2019,2013-03-07,66
CS3442,2014-11-05,35
CS4664,2011-06-09,82
CS5070,2012-06-04,75
CS1434,2013-07-18,71
CS5111,2013-07-02,50
CS4102,2011-07-25,86
CS6022,2011-12-29,78
CS2239,2013-07-11,43
CS5464,2011-10-10,72
CS5185,2014-01-26,42
CS1421,2012-01-25,94
CS3691,2013-09-14,64
CS4474,2013-06-03,78
CS3805,2011-06-10,55
CS5886,2011-06-25,57
CS1362,2013-11-07,101
CS4728,2014-04-25,62
CS2103,2012-09-09,59
CS2345,2013-08-01,74
CS2081,2014-05-15,42
CS2403,2013-08-08,69
CS3478,2012-11-30,74
CS3532,2012-04-23,69
CS4522,2013-10-30,44
CS4399,2013-05-16,51
CS4798,2012-08-22,82
CS5298,2015-02-08,74
CS3293,2013-11-01,49
CS5442,2012-03-14,101
CS5503,2013-12-03,60
CS1141,2014-09-28,38
CS3627,2014-06-16,39
CS1306,2015-02-06,79
CS1382,2014-02-08,76
CS4595,2012-02-04,68
CS3172,2011-12-20,90
CS2739,2011-07-25,80
CS2382,2012-06-09,71
CS2983,2015-03-05,60
CS2306,2011-09-17,49
CS2500,2014-05-09,71
CS3003,2012-10-07,36
CS2096,2012-11-07,77
CS2880,2012-12-03,44
CS3128,2014-12-19,65
CS4305,2013-04-09,56
CS5737,2014-05-27,68
CS5685,2012-01-01,70
CS4196,2011-05-27,104
CS4940,2012-01-30,86
CS2771,2013-08-31,97
CS2503,2013-10-31,83
CS2798,2013-07-15,104
CS3428,2014-05-04,100
CS4327,2012-10-24,97
CS2445,2012-09-06,81
CS5176,2011-12-11,87
CS3488,2013-11-09,40
CS1799,2012-04-16,75
CS2205,2014-11-03,41
CS1591,2012-08-30,54
CS3359,2012-09-22,99
CS4996,2014-02-20,84
CS1674,2014-01-08,75
CS2771,2012-02-16,78
CS2135,2011-08-08,73
CS1520,2012-06-12,38
CS1693,2013-10-29,40
CS3713,2013-02-26,73
CS1239,2011-11-23,95
CS4440,2012-02-27,35
CS1923,2013-11-07,76
CS1352,2013-02-02,94
CS5630,2011-10-01,100
CS1878,2011-06-18,62
CS2284,2013-07-26,94
CS3292,2014-06-03,65
CS4845,2013-08-22,68
CS3392,2014-01-10,90
CS5026,2012-09-13,65
CS2358,2011-07-25,59
CS5659,2014-07-06,84
CS3796,2011-12-14,70
CS2702,2013-10-07,41
CS5901,2014-05-16,83
CS2074,2013-02-01,80
CS4142,2014-10-22,55
CS1729,2013-02-27,37
CS1953,2015-03-07,76
CS3950,2014-02-24,54
CS2548,2011-05-22,73
CS1466,2013-06-22,99
CS4618,2015-02-15,50
CS3644,2012-04-10,68
CS2682,2012-06-12,67
CS4214,2013-06-24,41
CS3584,2012-07-18,74
CS5127,2013-12-12,56
CS3682,2012-04-11,94
CS4515,2013-06-18,88
CS4639,2013-01-12,83
CS4871,2014-03-22,64
CS3883,2014-08-23,38
CS3356,2013-11-26,42
CS5947,2011-06-01,67
CS3042,2011-05-19,57
CS5164,2013-01-14,68
CS1399,2013-11-01,64
CS5591,2011-05-26,94
CS2456,2014-05-18,81
CS2893,2013-06-10,63
CS6098,2012-02-29,99
CS6081,2013-06-15,37
CS5632,2014-11-12,46
CS5154,2012-11-13,99
CS3752,2014-05-11,52
CS4401,2014-06-27,64
CS3362,2013-12-30,46
CS2746,2014-03-01,42
CS3448,2012-07-02,48
CS4527,2012-10-12,93
CS5609,2012-07-24,53
CS5573,2014-12-11,93
CS1607,2011-05-29,83
CS3447,2012-10-04,69
CS5076,2015-01-28,69
CS2807,2011-10-30,89
CS5139,2012-08-10,63
CS5132,2012-08-25,84
CS4467,2013-05-11,61
CS5429,2014-12-17,89
CS5925,2011-09-29,41
CS1952,2014-07-23,76
CS1675,2013-03-08,60
CS5348,2012-06-19,75
CS2578,2014-06-09,100
CS4833,2012-01-12,46
CS4048,2011-09-01,77
CS3500,2012-08-03,78
CS3004,2013-04-09,81
CS3686,2011-06-30,53
CS5998,2014-06-30,84
CS3971,2014-09-16,74
CS1990,2012-12-13,60
CS4562,2013-10-19,39
CS2173,2013-08-24,41
CS3536,2013-04-12,51
CS3616,2014-06-02,72
CS4926,2014-02-20,73
CS1502,2012-04-27,79
CS4994,2013-06-14,48
CS2158,2012-09-19,103
CS1144,2013-08-28,88
CS3606,2015-01-25,104
CS1594,2013-02-08,69
CS3619,2011-12-12,54
CS3456,2012-10-20,87
CS2712,2014-06-29,67
CS6100,2012-05-16,96
CS1136,2012-09-20,103
CS3258,2014-09-23,95
CS4654,2011-07-01,52
CS6026,2013-06-06,85
CS5397,2013-02-17,36
CS4331,2013-04-09,97
CS4466,2012-10-30,62
CS1322,2012-10-20,48
CS5277,2014-09-29,77
CS1787,2014-11-21,91
CS4188,2014-09-02,101
CS1519,2012-05-06,36
CS4390,2011-05-28,63
CS5664,2011-06-09,37
CS4116,2011-07-03,36
CS2771,2013-08-31,47
CS1191,2013-07-08,89
CS4989,2012-01-07,63
CS2346,2015-02-04,74
CS5686,2012-11-20,81
CS4716,2014-02-02,101
CS5426,2014-06-03,96
CS2236,2014-10-31,46
CS1198,2013-07-09,88
CS4064,2013-11-27,96
CS2591,2012-11-07,42
CS1640,2013-05-16,41
CS3117,2014-09-04,98
CS3092,2014-01-06,82
CS2679,2013-07-29,98
CS1324,2014-08-20,45
CS2079,2013-06-30,96
CS1534,2014-11-23,55
CS3360,2014-08-04,64
CS1526,2014-01-25,51
CS1907,2012-01-27,84
CS1613,2012-06-16,85
CS4090,2014-11-15,47
CS5408,2013-09-12,69
CS2625,2011-11-15,39
CS1216,2013-09-11,64
CS2651,2013-10-04,57
CS3652,2013-03-05,57
CS4092,2011-12-18,92
CS5010,2014-01-03,73
CS2787,2011-07-31,78
CS3814,2011-06-25,72
CS2483,2014-08-08,44
CS2708,2014-01-31,37
CS2792,2011-08-01,99
CS4208,2012-10-17,36
CS3066,2014-03-20,41
CS1661,2013-06-29,48
CS5510,2011-12-26,46
CS1451,2011-10-18,35
CS5428,2012-03-22,51
CS1127,2011-07-11,98
CS5715,2012-04-16,38
CS4702,2014-12-17,35
CS5907,2015-01-01,44
CS5973,2012-10-15,74
CS5555,2011-10-19,92
CS3509,2013-10-11,87
CS2988,2013-06-11,53
CS4517,2011-09-17,100
CS2363,2014-03-19,35
CS2302,2011-06-19,51
CS3641,2014-12-25,101
CS5702,2014-01-20,41
CS3348,2012-10-02,79
CS5593,2013-10-12,99
CS4595,2011-08-20,82
CS4492,2014-10-04,56
CS2434,2012-05-20,37
CS2107,2011-06-17,92
CS5186,2013-06-21,37
CS5050,2015-03-07,94
CS1401,2013-08-08,45
CS2050,2014-07-26,44
CS4900,2012-04-27,88
CS4814,2011-12-30,57
CS5342,2012-03-30,35
CS4855,2014-04-03,76
CS4473,2013-09-12,67
CS4010,2013-11-28,42
CS3948,2012-03-15,78
CS5692,2015-02-20,75
CS3357,2013-12-18,56
CS3044,2012-09-02,65
CS4373,2014-07-24,82
CS1446,2012-10-09,75
CS3999,2014-12-30,84
CS4586,2013-04-26,85
CS2230,2013-02-14,86
CS1385,2013-12-09,82
CS5420,2011-09-18,77
CS1484,2013-05-05,48
CS4612,2012-06-23,101
CS5505,2015-01-20,59
CS4848,2012-12-31,82
CS1517,2014-09-30,50
CS3504,2014-02-13,95
CS2281,2014-02-04,99
CS4108,2013-02-08,43
CS5120,2014-04-20,66
CS4862,2012-09-07,66
CS3714,2014-04-08,89
CS5594,2013-10-25,35
CS2735,2014-01-10,58
CS1135,2011-10-12,53
CS3531,2013-01-07,88
CS3279,2015-01-21,50
CS1745,2013-01-26,68
CS5128,2014-05-02,35
CS3908,2013-04-03,78
CS3330,2013-07-12,62
CS4243,2012-02-17,58
CS5971,2013-03-29,76
CS2383,2013-09-02,73
CS5364,2011-11-16,79
CS5490,2014-04-22,53
CS3028,2015-01-07,99
CS3895,2014-02-10,58
CS5627,2013-03-08,61
CS3462,2013-12-19,87
CS3130,2014-05-02,62
CS1436,2011-05-17,94
CS4206,2014-02-16,69
CS1700,2014-05-01,57
CS4455,2013-03-07,87
CS3276,2012-09-01,49
CS3738,2011-12-09,53
CS3168,2012-11-26,85
CS3834,2013-08-09,81
CS2814,2012-11-10,43
CS5676,2012-07-24,54
CS3562,2011-10-01,48
CS6043,2013-06-30,85
CS5446,2011-06-15,102
CS5885,2013-09-10,36
CS2767,2014-01-08,69
CS3995,2014-06-12,72
CS2136,2014-10-13,36
CS4631,2013-08-14,94
CS4934,2011-11-12,77
CS3569,2012-03-03,95
CS3223,2013-09-18,64
CS5735,2012-10-04,88
CS1243,2011-10-11,45
CS1403,2014-08-21,52
CS6089,2012-03-13,102
CS2886,2014-08-28,95
CS1922,2012-06-03,75
CS5456,2012-07-13,67
CS1551,2014-05-09,83
CS5966,2012-03-09,57
CS4889,2014-09-28,62
CS3296,2012-09-05,70
CS4554,2012-04-26,75
CS2452,2014-12-06,76
CS6110,2014-05-28,38
CS1994,2012-10-11,96
CS2128,2011-09-11,100
CS1229,2012-11-26,57
CS1296,2011-10-18,81
CS3542,2011-07-22,86
CS1122,2012-11-13,53
CS2332,2012-09-08,37
CS5077,2012-02-15,66
CS4119,2012-11-12,68
CS2816,2015-03-06,80
CS2530,2011-06-13,99
CS5740,2013-09-02,102
CS4192,2014-09-06,61
CS1414,2011-08-20,70
CS3360,2012-10-07,56
CS5528,2013-08-19,64
CS3501,2015-01-29,66
CS5564,2011-07-04,45
CS3901,2011-05-21,52
CS1836,2013-03-12,35
CS5864,2012-02-09,101
CS3822,2013-06-01,80
CS2145,2014-12-19,40
CS5203,2012-03-22,44
CS2354,2014-08-31,70
CS2912,2014-07-29,85
CS5002,2012-11-01,72
CS6014,2011-05-18,53
CS2273,2013-12-20,71
CS3597,2012-04-29,60
CS3008,2013-03-24,89
CS3363,2012-08-10,60
CS3410,2013-12-10,59
CS3923,2012-05-23,98
CS2027,2013-08-26,61
CS3935,2014-04-09,78
CS5832,2012-04-07,47
CS4936,2014-03-15,41
CS5681,2013-07-14,72
CS1645,2013-12-21,67
CS4806,2014-11-09,67
CS5107,2013-03-12,104
CS3392,2014-12-03,63
CS1374,2011-11-29,46
CS2147,2012-01-28,48
CS3533,2013-06-07,83
CS3576,2011-11-15,77
CS1461,2012-05-06,93
CS5875,2014-05-23,66
CS2692,2014-02-03,93
CS5434,2013-09-04,58
CS5782,2013-01-30,41
CS2379,2012-07-11,90
CS1320,2014-04-15,104
CS3184,2012-06-09,36
CS4317,2013-11-24,42
CS4685,2014-08-03,64
CS5300,2012-05-27,84
CS4222,2013-09-03,91
CS1647,2015-02-07,73
CS3078,2012-12-02,40
CS2828,2014-04-02,67
CS1603,2013-11-26,102
CS5876,2013-10-16,69
CS5753,2011-08-31,57
CS3911,2014-08-15,68
CS1358,2011-07-21,94
CS3392,2012-08-17,40
CS5282,2012-10-11,44
CS2327,2013-05-02,57
CS3284,2012-06-28,81
CS1547,2013-08-18,46
CS1187,2014-07-06,41
CS4953,2014-01-04,37
CS1235,2013-08-25,58
CS3188,2011-07-24,37
CS3778,2012-01-03,103
CS2491,2011-10-12,91
CS3859,2012-07-11,52
CS2140,2011-11-25,38
CS1763,2013-10-18,68
CS3356,2012-02-03,96
CS5535,2011-12-12,42
CS4101,2013-06-11,39
CS5303,2013-07-18,94
CS2345,2013-10-27,42
CS3730,2012-12-22,35
CS5185,2013-05-01,45
CS6108,2011-09-04,81
CS1445,2012-10-11,38
CS6031,2014-02-13,72
CS3728,2012-11-04,97
CS2535,2012-05-18,82
CS4939,2013-04-14,101
CS3463,2015-01-07,81
CS4420,2014-12-18,103
CS4986,2014-08-14,64
CS3940,2012-02-25,79
CS2302,2012-06-20,86
CS2106,2013-09-30,51
CS5996,2011-07-31,102
CS1429,2012-10-28,56
CS5192,2014-01-05,96
CS2745,2012-02-13,38
CS1420,2014-03-20,89
CS3804,2014-05-07,73
CS3861,2014-04-08,41
CS4005,2013-11-24,48
CS4306,2014-05-09,59
CS5522,2014-03-19,61
CS2950,2011-08-12,82
CS5981,2013-04-09,84
CS1119,2012-09-16,102
CS4050,2013-12-23,75
CS1576,2012-07-31,47
CS5390,2012-11-01,76
CS5964,2012-03-20,72
CS1715,2012-09-08,70
CS2595,2012-11-18,87
CS5544,2012-01-09,92
CS4555,2012-11-29,84
CS3277,2012-10-08,79
CS2836,2012-08-24,86
CS5240,2012-12-13,80
CS3159,2012-09-19,86
CS5153,2012-09-28,60
CS5985,2014-05-01,36
CS2985,2012-08-27,61
CS3316,2012-03-17,79
CS1181,2012-01-29,59
CS1471,2014-03-03,62
CS4895,2012-04-05,64
CS5387,2013-04-13,95
CS5267,2013-02-10,45
CS4626,2013-03-30,55
CS4378,2015-01-22,83
CS4204,2012-02-07,62
CS3990,2012-01-06,89
CS3911,2013-04-09,80
CS2239,2011-12-09,52
CS4004,2011-11-12,42
CS2648,2013-12-31,100
CS3471,2013-06-30,83
CS4988,2014-09-12,102
CS3991,2011-09-17,86
CS5682,2013-08-06,87
CS4794,2012-01-06,91
CS1173,2012-08-15,55
CS1857,2013-12-14,97
CS2103,2013-08-16,50
CS4307,2013-05-22,68
CS2285,2012-01-08,56
CS5107,2013-04-12,93
CS4278,2011-07-18,35
CS4825,2013-10-29,42
CS1720,2014-10-28,44
CS2170,2013-08-08,91
CS4309,2013-04-09,75
CS2472,2012-04-23,56
CS5994,2012-11-19,53
CS5338,2011-08-21,96
CS5122,2011-07-04,63
CS4631,2014-04-27,65
CS4079,2014-12-18,48
CS2322,2012-12-05,98
CS4229,2014-06-14,85
CS4036,2012-03-07,59
CS1442,2011-05-31,96
CS1877,2013-10-02,79
CS1559,2013-12-14,80
CS5468,2012-05-18,56
CS5055,2013-12-20,74
CS4791,2011-09-21,77
CS3994,2013-03-07,64
CS4810,2013-09-16,70
CS5055,2011-11-22,97
CS1558,2015-02-25,57
CS3589,2014-07-01,50
CS5727,2014-02-17,82
CS5997,2012-03-19,93
CS3671,2013-01-05,74
CS3563,2015-03-01,69
CS1256,2014-02-23,81
CS4237,2011-08-21,105
CS4433,2011-05-18,60
CS3916,2014-06-30,87
CS4176,2012-10-29,68
CS2748,2012-08-14,49
CS1637,2013-09-22,80
CS1903,2011-05-19,72
CS5445,2012-08-07,77
CS2381,2014-04-09,53
CS1144,2011-06-09,40
CS5326,2011-12-31,52
CS2434,2012-07-15,42
CS3469,2012-02-28,80
CS3171,2014-05-16,97
CS5061,2014-12-18,62
CS1637,2012-03-28,89
CS4041,2011-06-17,60
CS5252,2014-10-28,54
CS2682,2013-02-02,71
CS2981,2014-11-28,55
CS3284,2011-08-02,102
CS2129,2012-05-31,56
CS2908,2014-01-01,86
CS1437,2013-11-13,62
CS3067,2011-05-20,43
CS2532,2013-06-24,68
CS5741,2013-07-15,93
CS1638,2012-11-09,67
CS1725,2013-09-15,36
CS3279,2012-07-20,66
CS1145,2013-02-06,97
CS6008,2013-12-07,43
CS3992,2015-03-12,48
CS4689,2013-03-03,55
CS2462,2014-09-05,67
CS5790,2014-10-04,89
CS4322,2014-10-16,77
CS6021,2015-02-08,51
CS2086,2014-02-27,96
CS4853,2011-06-22,63
CS4685,2012-09-28,62
CS4585,2012-06-28,88
CS2760,2012-11-06,55
CS2197,2013-04-23,43
CS3512,2013-07-15,87
CS2962,2011-10-10,65
CS3195,2012-09-24,105
CS2479,2011-08-31,47
CS3503,2012-05-26,65
CS4925,2011-12-27,60
CS5461,2012-11-03,62
CS3575,2012-01-15,60
CS1800,2012-06-07,84
CS6034,2014-03-23,37
CS1266,2015-01-31,88
CS5528,2012-04-29,59
CS1680,2013-03-11,44
CS6050,2013-05-19,102
CS1276,2011-07-01,77
CS4626,2013-01-20,36
CS3861,2011-10-20,73
CS2462,2012-07-27,90
CS5290,2014-10-20,88
CS4321,2011-08-15,70
CS1434,2014-05-25,59
CS5094,2014-08-11,37
CS4758,2011-10-10,63
CS6029,2014-07-16,98
CS4536,2012-11-15,66
CS4594,2011-05-25,58
CS4315,2011-10-22,91
CS5924,2011-10-27,53
CS3612,2013-03-25,95
CS4692,2015-02-19,38
CS4544,2012-12-13,58
CS1150,2012-05-24,56
CS3776,2011-07-14,55
CS6039,2013-03-17,61
CS5264,2013-02-27,53
CS5977,2013-12-29,39
CS5443,2014-11-04,69
CS4547,2012-07-10,60
CS2367,2012-10-24,52
CS1927,2013-10-31,99
CS5454,2013-04-10,95
CS2763,2012-04-17,93
CS5065,2014-08-02,35
CS3667,2014-09-11,58
CS6111,2014-01-11,82
CS4264,2012-08-04,85
CS5168,2014-05-19,91
CS4521,2013-06-07,101
CS1493,2013-07-04,46
CS2390,2014-08-24,81
CS3924,2011-06-04,87
CS3483,2014-11-20,73
CS5826,2014-05-22,67
CS1396,2014-09-01,61
CS2497,2013-10-05,40
CS3036,2013-07-14,101
CS6010,2014-08-24,58
CS3883,2014-11-19,93
CS4504,2011-10-19,102
CS3104,2012-01-13,74
CS2830,2013-03-02,77
CS3491,2011-06-18,96
CS2656,2012-01-05,42
CS1222,2013-04-05,93
CS1391,2013-11-06,68
CS3234,2014-05-07,76
CS5870,2011-12-15,37
CS5143,2012-12-23,52
CS4949,2014-02-01,44
CS2724,2014-04-29,90
CS3163,2014-10-19,97
CS4089,2014-06-25,69
CS1467,2011-11-17,97
CS3620,2011-08-23,93
CS6053,2011-05-22,65
CS3369,2014-05-25,89
CS1758,2011-06-04,100
CS3915,2013-02-05,95
CS4117,2013-12-12,64
CS4810,2013-07-05,79
CS3375,2011-11-02,55
CS4219,2012-11-11,90
CS3997,2015-03-06,62
CS4403,2014-10-04,99
CS1272,2013-10-16,36
CS2592,2013-08-13,85
CS3173,2012-11-17,43
CS1803,2011-10-20,50
CS4003,2014-03-18,59
CS1329,2014-05-09,73
CS3208,2013-01-19,43
CS2535,2012-05-13,65
CS4629,2013-07-26,79
CS5717,2011-10-17,40
CS3686,2011-07-24,89
CS2747,2014-04-07,71
CS5589,2013-10-03,83
CS3019,2011-05-21,72
CS4330,2014-01-27,90
CS5599,2013-08-18,41
CS3763,2012-06-26,95
CS5085,2011-09-05,44
CS5163,2011-09-23,89
CS3034,2014-11-25,74
CS2682,2013-12-15,55
CS5610,2014-01-18,92
CS2426,2013-08-24,47
CS3331,2011-11-30,50
CS4350,2014-12-08,102
CS2479,2015-02-06,94
CS5852,2012-07-25,87
CS4737,2015-01-11,103
CS4213,2011-08-06,49
CS1367,2014-07-14,51
CS3393,2013-02-07,58
CS4969,2014-05-23,53
CS1591,2014-08-25,75
CS4608,2012-02-02,81
CS4806,2011-06-09,42
CS3960,2011-10-04,69
CS5011,2011-11-26,97
CS2810,2013-02-15,61
CS2796,2014-06-20,79
CS3603,2015-01-24,90
CS5918,2013-09-28,49
CS5636,2014-07-25,95
CS1311,2012-08-09,43
CS3877,2013-12-21,65
CS5190,2014-08-26,84
CS1541,2012-05-30,54
CS4475,2012-01-31,68
CS2453,2013-05-19,67
CS3797,2011-10-22,63
CS4130,2012-04-27,101
CS2994,2011-08-13,104
CS3289,2012-05-12,71
CS4997,2011-08-12,41
CS5636,2011-12-27,76
CS3488,2013-06-19,60
CS5421,2014-12-19,101
CS2684,2011-11-19,105
CS1152,2013-11-02,45
CS6076,2011-09-15,83
CS2458,2015-01-26,66
CS5952,2013-03-07,45
CS4564,2012-11-07,55
CS1885,2015-02-15,79
CS4184,2012-10-11,61
CS3381,2014-10-07,88
CS5636,2014-12-21,62
CS4014,2013-10-07,105
CS4013,2012-04-18,81
CS1726,2011-09-16,38
CS2171,2013-08-17,96
CS3592,2014-02-22,92
CS5757,2014-01-11,74
CS2032,2014-10-24,105
CS1319,2012-11-12,36
CS4210,2014-04-16,67
CS2032,2014-02-07,103
CS1189,2014-04-25,53
CS3906,2013-01-20,76
CS2344,2014-09-02,42
CS2435,2013-11-05,64
CS1661,2011-09-28,59
CS5949,2012-11-06,64
CS5867,2012-08-27,35
CS5196,2013-05-14,50
CS5469,2012-09-06,72
CS1476,2014-12-29,72
CS2017,2012-02-10,105
CS1763,2015-02-16,56
CS3779,2014-07-27,90
CS1587,2011-06-14,43
CS4616,2012-10-23,95
CS2528,2014-08-29,68
CS4685,2011-07-26,86
CS2399,2012-03-31,96
CS1167,2012-10-13,72
CS2119,2012-05-30,76
CS5976,2014-05-11,68
CS1511,2013-09-14,88
CS3871,2014-11-17,87
CS3491,2014-03-20,77
CS5780,2013-08-28,54
CS5576,2013-12-22,93
CS2849,2013-08-27,55
CS2494,2014-08-10,96
CS3528,2011-08-29,35
CS3123,2012-04-21,43
CS1145,2011-10-31,43
CS4482,2014-12-06,86
CS5913,2013-07-13,86
CS2689,2014-12-25,65
CS4425,2011-08-11,42
CS3304,2013-11-30,68
CS2436,2014-05-15,93
CS2496,2013-01-27,43
CS4542,2013-03-13,82
CS2980,2014-06-12,86
CS1911,2012-02-13,77
CS4899,2011-08-11,53
CS5527,2014-01-26,66
CS3234,2012-07-19,53
CS4882,2013-08-09,66
CS2610,2014-05-08,50
CS2845,2013-09-01,50
CS3070,2014-08-19,36
CS3643,2011-07-10,43
CS4074,2012-07-31,39
CS4345,2013-04-05,39
CS4406,2015-02-18,36
CS5673,2012-06-27,44
CS3958,2013-07-28,102
CS5333,2014-02-22,75
CS1757,2014-05-27,43
CS4919,2011-07-25,37
CS5957,2011-10-26,39
CS4785,2014-04-17,65
CS5126,2014-08-22,82
CS4124,2014-10-15,51
CS5130,2012-07-03,77
CS3027,2013-01-21,96
CS2313,2012-08-14,51
CS2378,2012-01-06,40
CS2175,2012-04-19,100
CS4539,2012-08-24,76
CS1674,2013-07-07,52
CS5046,2013-11-19,40
CS5759,2013-08-10,41
CS2060,2012-06-21,60
CS3214,2012-11-13,40
CS3479,2011-09-14,88
CS3919,2014-10-10,82
CS6056,2013-06-17,47
CS1345,2014-12-06,50
CS1777,2013-02-28,85
CS1174,2011-11-26,62
CS5602,2011-08-05,47
CS3184,2012-11-21,99
CS5950,2011-10-04,81
CS5004,2012-01-10,68
CS1336,2013-04-18,43
CS3362,2013-08-16,91
CS4497,2011-07-20,94
CS5141,2012-08-08,51
CS3634,2012-07-24,78
CS5628,2012-09-29,90
CS4733,2011-07-14,75
CS3649,2015-01-06,85
CS3418,2014-02-17,35
CS4803,2011-06-10,54
CS5114,2014-08-06,105
CS3156,2014-07-11,55
CS5889,2012-05-06,46
CS2887,2014-02-06,104
CS6092,2012-07-22,104
CS5398,2013-07-19,92
CS3070,2013-01-08,95
CS5458,2011-09-13,66
CS1614,2014-09-22,91
CS1411,2012-11-24,76
CS1406,2012-09-21,53
CS3339,2014-07-28,104
CS4552,2013-01-07,41
CS3433,2012-10-27,68
CS3471,2012-08-20,76
CS1343,2013-08-26,72
CS1445,2013-08-11,74
CS1163,2014-11-08,56
CS3250,2012-05-21,71
CS5223,2014-10-18,92
CS5262,2012-09-01,40
CS1352,2011-07-20,38
CS6078,2014-10-06,45
CS2338,2013-03-13,83
CS1865,2014-01-01,43
CS5723,2014-09-22,82
CS3238,2012-01-26,76
CS3341,2012-06-18,43
CS3945,2011-08-12,43
CS1900,2014-11-19,90
CS5446,2014-05-14,84
CS2354,2013-10-16,61
CS1294,2012-08-05,69
CS2185,2012-04-15,50
CS5435,2013-11-22,53
CS1447,2013-04-26,75
CS3662,2013-07-04,65
CS4484,2013-03-22,52
CS2419,2012-02-09,53
CS5845,2013-10-11,56
CS2709,2013-06-11,47
CS3868,2014-03-29,87
CS4715,2012-12-01,68
CS5610,2013-01-20,61
CS3068,2014-07-09,43
CS3618,2012-05-19,79
CS3241,2013-09-20,60
CS5122,2013-07-27,58
CS5752,2013-11-05,64
CS2665,2012-11-27,53
CS3005,2011-06-25,62
CS3090,2012-01-19,68
CS1356,2014-05-28,80
CS6014,2013-08-27,42
CS3419,2011-07-19,80
CS5163,2013-02-05,75
CS4987,2011-11-25,61
CS4440,2013-01-18,98
CS1664,2014-05-03,97
CS4057,2014-01-23,68
CS2351,2011-11-08,99
CS4793,2012-06-25,58
CS3670,2014-11-17,75
CS1415,2011-10-12,78
CS2558,2013-07-04,44
CS2279,2014-07-22,54
CS3665,2014-09-04,85
CS1949,2014-08-11,74
CS3381,2012-03-26,67
CS5731,2011-10-15,96
CS1700,2012-08-27,41
CS3663,2014-05-12,90
CS1840,2015-01-23,51
CS3618,2013-08-30,46
CS5362,2011-05-28,101
CS2904,2013-01-01,64
CS4106,2014-01-01,65
CS4684,2014-04-17,38
CS5670,2015-02-11,100
CS3515,2013-06-20,43
CS5296,2014-01-07,94
CS3593,2013-04-16,42
CS5687,2013-12-24,72
