customer_id,recency,frequency,monetary,response
CS3123,13,23,1543,0
CS3124,119,19,1335,0
CS3125,69,14,1116,0
CS3126,156,20,1304,1
CS3127,0,26,1665,0
CS3128,87,23,1472,0
CS3129,6,27,1894,0
CS3130,21,24,1674,0
CS3131,6,28,2060,0
CS3132,4,22,1719,0
CS3133,208,14,892,0
CS3134,141,19,1203,1
CS3135,136,16,1097,0
CS3136,67,24,1629,1
CS3137,6,17,1201,0
CS3138,140,16,999,0
CS3139,13,23,1673,0
CS3140,206,12,852,0
CS3141,46,25,1772,0
CS3142,29,19,1463,0
CS3143,43,23,1432,0
CS3144,31,25,1808,0
CS3145,28,21,1339,0
CS3146,6,18,1316,0
CS3147,158,17,1211,1
CS3148,273,20,1474,0
CS3149,47,12,783,0
CS3150,18,16,1149,0
CS3151,73,18,1275,0
CS3152,91,15,924,0
CS3153,158,18,1331,0
CS3154,98,22,1478,0
CS3155,61,25,1858,0
CS3156,129,24,1624,0
CS3157,56,22,1686,0
CS3158,111,17,1229,0
CS3159,40,20,1462,0
CS3160,117,16,1019,0
CS3161,63,18,1253,0
CS3162,16,17,998,0
CS3163,63,31,2413,0
CS3164,109,29,1916,0
CS3165,115,30,2202,0
CS3166,14,25,1697,0
CS3167,82,18,1345,0
CS3168,30,14,962,0
CS3169,45,14,1061,0
CS3170,137,18,1178,0
CS3171,113,16,1205,0
CS3172,78,22,1465,0
CS3173,10,17,1085,0
CS3174,50,23,1581,0
CS3175,55,13,954,0
CS3176,10,16,895,0
CS3177,45,18,1246,0
CS3178,43,21,1543,0
CS3179,62,24,1572,0
CS3180,119,25,1911,1
CS3181,210,22,1593,0
CS3182,24,25,1630,0
CS3183,73,21,1370,0
CS3184,24,20,1578,0
CS3185,153,13,939,0
CS3186,91,21,1581,0
CS3187,45,21,1487,0
CS3188,89,18,1188,0
CS3189,43,24,1652,0
CS3190,57,23,1684,0
CS3191,54,23,1478,0
CS3192,79,12,891,0
CS3193,1,19,1288,0
CS3194,16,22,1459,0
CS3195,15,27,1743,0
CS3196,87,22,1540,0
CS3197,140,16,1176,0
CS3198,25,24,1742,0
CS3199,45,24,1542,0
CS3200,145,14,1015,0
CS3201,90,26,2014,0
CS3202,61,21,1565,0
CS3203,93,18,1319,0
CS3204,55,19,1154,0
CS3205,0,23,1522,0
CS3206,2,18,1256,0
CS3207,35,20,1322,1
CS3208,212,15,1123,0
CS3209,53,23,1707,0
CS3210,44,24,1772,0
CS3211,36,11,741,0
CS3212,119,21,1689,0
CS3213,148,24,1446,0
CS3214,77,21,1464,0
CS3215,61,16,1128,1
CS3216,60,22,1597,0
CS3217,5,19,1506,0
CS3218,6,22,1717,0
CS3219,63,23,1654,0
CS3220,1,20,1429,0
CS3221,148,28,2159,0
CS3222,14,25,1828,0
CS3223,158,24,1699,0
CS3224,44,26,1751,0
CS3225,156,16,1204,0
CS3226,239,17,1183,0
CS3227,106,21,1545,0
CS3228,101,28,2047,1
CS3229,43,27,1754,0
CS3230,119,19,1222,0
CS3231,86,19,1314,0
CS3232,75,21,1562,1
CS3233,21,16,1177,0
CS3234,4,26,1707,1
CS3235,57,13,790,0
CS3236,3,15,995,0
CS3237,20,22,1545,0
CS3238,0,21,1529,0
CS3239,165,13,769,0
CS3240,108,16,1016,0
CS3241,108,17,1257,0
CS3242,54,24,1843,0
CS3243,83,18,1358,0
CS3244,213,15,1095,1
CS3245,134,20,1321,1
CS3246,19,15,1012,0
CS3247,150,21,1597,0
CS3248,55,14,823,0
CS3249,67,28,1868,1
CS3250,62,18,1217,0
CS3251,7,18,1162,0
CS3252,30,15,1039,0
CS3253,78,19,1241,0
CS3254,54,21,1443,0
CS3255,75,19,1197,1
CS3256,162,20,1384,1
CS3257,56,16,1135,0
CS3258,101,20,1348,0
CS3259,48,23,1674,1
CS3260,38,21,1654,1
CS3261,320,16,1047,0
CS3262,18,22,1555,0
CS3263,60,20,1415,0
CS3264,35,17,1271,0
CS3265,131,20,1292,0
CS3266,244,16,973,0
CS3267,73,20,1393,0
CS3268,147,22,1685,0
CS3269,135,13,882,0
CS3270,3,33,2349,0
CS3271,40,26,1747,0
CS3272,55,19,1393,0
CS3273,4,18,1190,0
CS3274,47,26,1824,0
CS3275,4,18,1126,0
CS3276,20,24,1626,0
CS3277,59,20,1431,0
CS3278,13,27,1866,0
CS3279,1,21,1331,0
CS3280,71,18,1253,1
CS3281,103,15,961,1
CS3282,27,17,1239,0
CS3283,69,20,1338,0
CS3284,33,17,1139,0
CS3285,206,21,1619,0
CS3286,77,18,1150,0
CS3287,23,19,1297,0
CS3288,211,21,1496,0
CS3289,69,26,1963,0
CS3290,57,23,1639,0
CS3291,27,26,1994,0
CS3292,35,21,1592,0
CS3293,139,14,1000,0
CS3294,0,18,1225,0
CS3295,68,23,1655,1
CS3296,38,24,1560,0
CS3297,126,15,979,0
CS3298,0,23,1574,0
CS3299,98,23,1509,0
CS3300,8,16,966,0
CS3301,79,25,1668,0
CS3302,31,24,1702,0
CS3303,77,13,834,0
CS3304,174,24,1634,0
CS3305,26,23,1549,0
CS3306,19,14,1018,0
CS3307,61,13,1037,0
CS3308,44,14,975,0
CS3309,62,16,1159,0
CS3310,96,22,1595,0
CS3311,40,26,1850,0
CS3312,190,13,937,0
CS3313,67,23,1561,1
CS3314,24,15,1048,0
CS3315,15,26,1805,0
CS3316,0,16,1176,0
CS3317,7,8,565,0
CS3318,201,19,1437,1
CS3319,47,14,833,0
CS3320,37,14,928,0
CS3321,3,22,1487,0
CS3322,48,23,1814,0
CS3323,78,17,1145,0
CS3324,20,27,1905,0
CS3325,128,19,1194,0
CS3326,70,23,1588,0
CS3327,208,26,1843,0
CS3328,59,18,1260,0
CS3329,163,18,1164,0
CS3330,48,23,1490,0
CS3331,264,16,1124,0
CS3332,56,18,1441,0
CS3333,52,18,1300,0
CS3334,33,20,1339,0
CS3335,2,22,1651,0
CS3336,11,17,1167,0
CS3337,169,25,1579,0
CS3338,41,16,1092,0
CS3339,14,26,1966,0
CS3340,23,21,1399,1
CS3341,44,15,970,0
CS3342,23,18,1348,0
CS3343,105,24,1600,0
CS3344,174,11,769,0
CS3345,69,19,1399,0
CS3346,240,18,1430,0
CS3347,85,19,1297,1
CS3348,21,28,2024,0
CS3349,85,20,1483,0
CS3350,5,18,1300,0
CS3351,79,20,1370,0
CS3352,49,16,1190,0
CS3353,7,26,1823,0
CS3354,41,16,963,0
CS3355,21,30,2118,0
CS3356,65,31,2221,0
CS3357,128,22,1482,0
CS3358,331,23,1613,0
CS3359,10,25,1712,0
CS3360,154,22,1410,0
CS3361,150,17,1225,1
CS3362,123,30,2303,1
CS3363,95,23,1570,0
CS3364,73,15,1082,1
CS3365,154,23,1747,0
CS3366,36,24,1869,0
CS3367,44,16,1274,0
CS3368,25,26,1658,1
CS3369,45,25,1731,0
CS3370,4,9,616,0
CS3371,61,25,1820,0
CS3372,11,23,1642,0
CS3373,0,25,1597,0
CS3374,65,18,1195,0
CS3375,69,18,1159,0
CS3376,21,18,1149,0
CS3377,60,23,1892,0
CS3378,96,10,749,0
CS3379,102,14,1078,0
CS3380,112,15,1114,0
CS3381,160,14,982,0
CS3382,12,24,1666,0
CS3383,15,26,1764,0
CS3384,9,21,1526,0
CS3385,56,13,778,0
CS3386,173,20,1430,1
CS3387,24,13,1064,0
CS3388,29,22,1337,0
CS3389,129,16,1132,0
CS3390,68,17,1208,0
CS3391,115,19,1459,0
CS3392,103,16,1169,0
CS3393,18,14,976,0
CS3394,78,17,1365,0
CS3395,29,11,637,0
CS3396,27,17,1102,0
CS3397,68,20,1406,0
CS3398,30,21,1581,1
CS3399,239,17,1206,0
CS3400,17,24,1615,0
CS3401,7,20,1460,1
CS3402,94,18,1246,0
CS3403,6,22,1536,0
CS3404,13,21,1545,0
CS3405,71,12,837,0
CS3406,65,23,1506,1
CS3407,61,15,1025,0
CS3408,6,21,1515,0
CS3409,31,27,2106,1
CS3410,6,26,1942,0
CS3411,14,21,1556,0
CS3412,129,18,1349,0
CS3413,6,13,936,0
CS3414,56,28,2105,0
CS3415,9,22,1682,1
CS3416,21,20,1441,0
CS3417,6,29,1954,0
CS3418,37,17,1200,0
CS3419,40,22,1635,0
CS3420,5,28,1768,0
CS3421,18,24,1617,0
CS3422,278,14,930,0
CS3423,26,17,1165,0
CS3424,26,17,1219,0
CS3425,22,20,1366,0
CS3426,46,28,1896,0
CS3427,14,16,1174,0
CS3428,142,22,1553,0
CS3429,147,22,1599,1
CS3430,63,15,1006,0
CS3431,117,22,1661,0
CS3432,69,16,1092,0
CS3433,19,20,1354,0
CS3434,180,21,1429,0
CS3435,41,16,1041,0
CS3436,113,17,1256,0
CS3437,38,17,1329,0
CS3438,200,17,1175,1
CS3439,42,21,1320,1
CS3440,12,29,1905,0
CS3441,81,26,1721,0
CS3442,9,26,1850,0
CS3443,149,16,1113,0
CS3444,62,20,1453,0
CS3445,239,13,839,0
CS3446,17,12,837,0
CS3447,90,24,1810,0
CS3448,41,21,1640,0
CS3449,61,16,1048,0
CS3450,167,23,1690,0
CS3451,13,23,1736,0
CS3452,13,24,1714,0
CS3453,28,25,1726,1
CS3454,35,21,1434,0
CS3455,291,21,1292,0
CS3456,67,23,1679,1
CS3457,35,14,1048,0
CS3458,3,18,1181,0
CS3459,60,21,1361,0
CS3460,53,19,1440,0
CS3461,38,15,997,0
CS3462,95,24,1843,0
CS3463,68,21,1500,0
CS3464,28,20,1321,0
CS3465,33,20,1286,0
CS3466,11,21,1429,0
CS3467,125,12,813,0
CS3468,65,24,1830,1
CS3469,82,22,1516,0
CS3470,62,30,2035,0
CS3471,126,21,1538,0
CS3472,73,17,1115,0
CS3473,66,20,1406,1
CS3474,84,17,1113,0
CS3475,64,25,1811,1
CS3476,77,18,1322,0
CS3477,69,31,1978,0
CS3478,8,21,1391,0
CS3479,15,14,1015,0
CS3480,6,27,1890,0
CS3481,11,24,1601,0
CS3482,81,17,1208,0
CS3483,116,29,1977,0
CS3484,153,13,867,0
CS3485,178,25,1633,1
CS3486,155,16,1147,0
CS3487,345,9,703,0
CS3488,43,22,1490,0
CS3489,30,19,1357,0
CS3490,7,18,1155,0
CS3491,19,18,1165,0
CS3492,8,26,1826,0
CS3493,171,20,1397,0
CS3494,76,15,1074,0
CS3495,151,19,1326,1
CS3496,35,16,1254,0
CS3497,96,11,900,0
CS3498,11,22,1480,0
CS3499,66,21,1330,0
CS3500,32,21,1495,0
CS3501,10,27,2083,1
CS3502,111,17,1057,0
CS3503,34,17,1143,0
CS3504,9,30,2207,1
CS3505,67,23,1627,1
CS3506,195,14,906,0
CS3507,20,15,1054,0
CS3508,45,20,1453,0
CS3509,51,28,2151,0
CS3510,64,23,1603,0
CS3511,8,20,1390,0
CS3512,8,16,1215,0
CS3513,135,15,1154,0
CS3514,61,20,1532,1
CS3515,44,25,1679,0
CS3516,18,14,941,0
CS3517,1,24,1654,0
CS3518,9,25,1560,0
CS3519,41,22,1668,0
CS3520,41,24,1678,0
CS3521,106,21,1506,0
CS3522,97,11,742,0
CS3523,8,17,1089,0
CS3524,41,22,1475,0
CS3525,57,17,1269,0
CS3526,10,24,1583,0
CS3527,43,17,1031,0
CS3528,134,21,1407,0
CS3529,112,21,1465,0
CS3530,111,30,2186,1
CS3531,34,22,1611,0
CS3532,258,14,1007,0
CS3533,55,19,1406,0
CS3534,52,15,1095,0
CS3535,87,19,1281,0
CS3536,96,21,1689,0
CS3537,328,15,1029,0
CS3538,38,12,934,0
CS3539,8,19,1406,0
CS3540,12,23,1646,0
CS3541,34,26,1932,1
CS3542,110,21,1595,0
CS3543,43,24,1676,0
CS3544,64,20,1444,0
CS3545,33,20,1368,0
CS3546,81,16,1130,0
CS3547,24,21,1531,0
CS3548,37,19,1398,0
CS3549,12,19,1441,0
CS3550,74,20,1403,0
CS3551,1,18,1205,0
CS3552,2,21,1467,0
CS3553,5,14,1098,0
CS3554,38,17,1305,0
CS3555,116,18,1194,0
CS3556,120,13,853,1
CS3557,6,24,1872,0
CS3558,12,20,1449,0
CS3559,20,23,1536,0
CS3560,2,20,1473,0
CS3561,40,28,1967,0
CS3562,90,16,1274,0
CS3563,15,21,1486,0
CS3564,51,20,1330,0
CS3565,25,13,876,0
CS3566,14,21,1505,0
CS3567,151,15,1044,0
CS3568,45,26,1863,0
CS3569,31,23,1668,0
CS3570,1,23,1550,0
CS3571,52,19,1276,0
CS3572,224,19,1323,1
CS3573,249,13,952,0
CS3574,17,22,1482,0
CS3575,16,16,1069,0
CS3576,68,20,1414,0
CS3577,19,20,1388,0
CS3578,117,16,1063,0
CS3579,77,24,1566,0
CS3580,424,19,1413,0
CS3581,60,20,1350,0
CS3582,171,20,1459,0
CS3583,35,17,1084,0
CS3584,22,20,1564,0
CS3585,36,15,1096,0
CS3586,52,23,1675,0
CS3587,100,21,1466,0
CS3588,31,25,1815,0
CS3589,71,20,1388,0
CS3590,71,16,1067,0
CS3591,70,28,1757,0
CS3592,11,27,1804,0
CS3593,9,23,1649,0
CS3594,65,26,1999,1
CS3595,6,19,1293,1
CS3596,13,22,1601,0
CS3597,62,23,1618,1
CS3598,94,20,1398,0
CS3599,64,20,1375,0
CS3600,101,17,1138,0
CS3601,101,11,768,0
CS3602,17,20,1566,0
CS3603,51,16,1050,0
CS3604,10,19,1175,0
CS3605,62,16,998,0
CS3606,26,16,1150,0
CS3607,15,20,1432,0
CS3608,117,17,1159,1
CS3609,37,18,1202,0
CS3610,23,28,1910,0
CS3611,31,22,1729,0
CS3612,61,26,1650,0
CS3613,92,18,1397,0
CS3614,56,20,1328,0
CS3615,54,31,2263,0
CS3616,56,15,1023,0
CS3617,23,22,1606,0
CS3618,139,23,1539,0
CS3619,4,25,1740,0
CS3620,19,22,1518,0
CS3621,79,28,1885,0
CS3622,13,24,1760,0
CS3623,59,22,1539,0
CS3624,155,23,1613,0
CS3625,66,16,1087,0
CS3626,74,23,1521,0
CS3627,106,19,1259,0
CS3628,45,21,1296,0
CS3629,1,20,1364,0
CS3630,21,25,1821,0
CS3631,32,22,1481,1
CS3632,3,27,1947,0
CS3633,93,17,1263,0
CS3634,94,15,1008,0
CS3635,41,22,1559,0
CS3636,11,14,932,0
CS3637,36,25,1752,0
CS3638,50,13,868,0
CS3639,7,20,1396,0
CS3640,37,17,1117,0
CS3641,36,21,1454,0
CS3642,221,14,977,1
CS3643,65,18,1153,0
CS3644,33,18,1188,0
CS3645,37,27,1887,1
CS3646,69,22,1494,0
CS3647,13,19,1223,0
CS3648,3,17,1054,0
CS3649,18,21,1450,0
CS3650,128,20,1353,0
CS3651,178,18,1285,0
CS3652,37,19,1362,0
CS3653,27,22,1456,0
CS3654,39,19,1627,0
CS3655,46,22,1428,1
CS3656,277,17,1237,0
CS3657,52,22,1560,0
CS3658,46,27,1732,1
CS3659,29,21,1529,0
CS3660,38,16,1148,0
CS3661,7,24,1614,0
CS3662,40,23,1721,0
CS3663,43,17,1177,0
CS3664,10,20,1462,0
CS3665,78,14,1040,1
CS3666,148,19,1333,0
CS3667,27,19,1286,0
CS3668,134,17,1276,0
CS3669,7,15,1109,0
CS3670,20,20,1344,0
CS3671,108,21,1341,0
CS3672,52,20,1546,0
CS3673,2,24,1954,0
CS3674,204,17,1181,0
CS3675,37,17,1157,0
CS3676,41,20,1273,0
CS3677,13,12,784,0
CS3678,44,18,1306,0
CS3679,242,20,1326,1
CS3680,89,13,1036,0
CS3681,4,21,1329,0
CS3682,192,19,1344,0
CS3683,19,21,1535,0
CS3684,500,15,1008,0
CS3685,11,24,1601,0
CS3686,139,19,1345,0
CS3687,29,15,1108,0
CS3688,15,27,2014,0
CS3689,73,21,1515,0
CS3690,19,19,1362,0
CS3691,230,15,1027,0
CS3692,56,25,1804,0
CS3693,278,16,1182,0
CS3694,84,19,1377,1
CS3695,2,24,1587,0
CS3696,205,21,1387,0
CS3697,11,21,1521,0
CS3698,11,14,854,0
CS3699,26,24,1692,0
CS3700,33,11,884,0
CS3701,154,16,1296,0
CS3702,65,30,2175,1
CS3703,109,19,1340,1
CS3704,220,17,1188,1
CS3705,62,23,1684,0
CS3706,11,29,1929,0
CS3707,10,18,1226,0
CS3708,15,20,1520,0
CS3709,56,15,1040,0
CS3710,2,22,1446,1
CS3711,240,24,1852,0
CS3712,20,20,1497,0
CS3713,52,25,1752,0
CS3714,34,22,1612,0
CS3715,19,19,1382,0
CS3716,31,14,919,0
CS3717,126,11,614,0
CS3718,70,21,1485,0
CS3719,6,18,1430,0
CS3720,52,17,1162,0
CS3721,9,29,1965,0
CS3722,46,13,901,0
CS3723,39,19,1372,0
CS3724,202,18,1235,0
CS3725,20,14,921,0
CS3726,21,27,1927,0
CS3727,107,25,1839,0
CS3728,19,15,1006,0
CS3729,87,22,1618,0
CS3730,15,17,1270,1
CS3731,75,16,1043,0
CS3732,170,18,1283,1
CS3733,1,22,1593,0
CS3734,100,20,1355,0
CS3735,227,25,1776,0
CS3736,99,20,1314,0
CS3737,8,15,1111,0
CS3738,35,19,1165,0
CS3739,24,25,1657,0
CS3740,5,17,1071,0
CS3741,10,19,1305,0
CS3742,9,21,1413,0
CS3743,19,19,1424,0
CS3744,4,22,1654,1
CS3745,72,17,1178,0
CS3746,73,19,1475,0
CS3747,10,20,1449,0
CS3748,113,13,829,0
CS3749,12,23,1658,0
CS3750,28,17,1262,1
CS3751,37,21,1515,0
CS3752,32,26,1922,0
CS3753,103,20,1412,0
CS3754,95,25,1886,0
CS3755,74,22,1442,0
CS3756,30,19,1271,0
CS3757,167,22,1559,0
CS3758,234,22,1493,0
CS3759,117,23,1646,0
CS3760,169,22,1348,0
CS3761,32,24,1732,1
CS3762,20,22,1508,0
CS3763,1,15,1101,0
CS3764,86,16,926,0
CS3765,75,17,1080,1
CS3766,178,7,561,0
CS3767,72,21,1336,0
CS3768,23,21,1597,1
CS3769,17,22,1403,0
CS3770,34,28,1914,0
CS3771,12,24,1777,0
CS3772,81,18,1137,0
CS3773,17,21,1431,0
CS3774,337,18,1199,0
CS3775,17,26,1773,0
CS3776,69,23,1698,0
CS3777,9,22,1591,0
CS3778,24,31,2055,0
CS3779,10,20,1494,0
CS3780,41,13,794,0
CS3781,1,12,885,0
CS3782,219,14,1088,1
CS3783,24,19,1505,0
CS3784,74,18,1268,0
CS3785,48,21,1616,0
CS3786,46,18,1254,0
CS3787,4,22,1558,0
CS3788,72,22,1292,0
CS3789,0,20,1509,0
CS3790,0,19,1410,0
CS3791,0,25,1761,0
CS3792,124,13,1017,0
CS3793,26,27,1694,0
CS3794,58,25,1704,0
CS3795,28,26,1885,0
CS3796,34,19,1312,0
CS3797,4,19,1273,0
CS3798,99,19,1458,0
CS3799,151,36,2513,0
CS3800,10,16,1022,0
CS3801,60,20,1422,0
CS3802,26,25,1794,1
CS3803,355,14,951,0
CS3804,239,21,1591,0
CS3805,95,35,2453,0
CS3806,160,14,1030,0
CS3807,71,20,1522,0
CS3808,31,26,2058,0
CS3809,36,21,1418,0
CS3810,212,14,1027,0
CS3811,99,18,1386,1
CS3812,24,26,1789,1
CS3813,88,24,1641,1
CS3814,44,17,1228,0
CS3815,193,14,1018,0
CS3816,37,19,1376,0
CS3817,16,29,2094,0
CS3818,117,18,1299,0
CS3819,171,27,1920,0
CS3820,77,20,1314,1
CS3821,34,30,2240,0
CS3822,5,29,2101,0
CS3823,4,24,1699,0
CS3824,74,22,1420,0
CS3825,153,17,1193,0
CS3826,37,24,1583,0
CS3827,234,21,1487,0
CS3828,90,28,2055,0
CS3829,38,19,1273,0
CS3830,66,21,1526,0
CS3831,20,20,1317,0
CS3832,41,21,1450,0
CS3833,167,19,1339,0
CS3834,11,23,1642,0
CS3835,158,9,659,0
CS3836,33,22,1541,0
CS3837,233,11,799,0
CS3838,155,18,1311,0
CS3839,17,29,2028,0
CS3840,100,25,1558,0
CS3841,190,20,1193,1
CS3842,181,29,2124,0
CS3843,116,18,1373,0
CS3844,94,22,1544,0
CS3845,26,17,1246,0
CS3846,9,18,1063,0
CS3847,422,20,1266,0
CS3848,225,23,1607,0
CS3849,212,20,1372,1
CS3850,0,19,1462,0
CS3851,44,28,2072,0
CS3852,18,20,1190,0
CS3853,105,19,1382,0
CS3854,30,18,1477,1
CS3855,25,16,1096,0
CS3856,185,14,925,0
CS3857,77,19,1227,0
CS3858,173,15,1105,0
CS3859,110,19,1322,1
CS3860,9,21,1653,0
CS3861,27,16,1101,0
CS3862,45,22,1571,0
CS3863,31,23,1663,0
CS3864,138,25,1880,0
CS3865,132,17,1248,0
CS3866,1,17,1200,0
CS3867,208,15,969,1
CS3868,16,24,1650,0
CS3869,214,22,1647,0
CS3870,19,14,1108,0
CS3871,2,21,1402,0
CS3872,15,17,1199,0
CS3873,18,17,1112,0
CS3874,11,21,1473,0
CS3875,108,22,1460,1
CS3876,48,29,1993,0
CS3877,3,22,1383,0
CS3878,17,14,1060,0
CS3879,33,24,1920,0
CS3880,169,22,1618,1
CS3881,2,20,1439,0
CS3882,76,19,1415,0
CS3883,79,21,1546,0
CS3884,10,24,1859,0
CS3885,14,28,2129,0
CS3886,93,19,1378,1
CS3887,51,18,1366,0
CS3888,26,20,1339,0
CS3889,172,21,1374,0
CS3890,23,20,1514,0
CS3891,11,21,1402,0
CS3892,147,13,863,0
CS3893,25,18,1289,0
CS3894,82,23,1765,1
CS3895,95,25,1562,0
CS3896,26,18,1320,0
CS3897,64,30,2141,0
CS3898,116,22,1498,1
CS3899,49,17,1260,0
CS3900,1,30,2077,0
CS3901,44,17,1145,0
CS3902,29,16,1126,0
CS3903,139,21,1548,1
CS3904,26,24,1704,0
CS3905,245,13,854,1
CS3906,93,18,1321,0
CS3907,11,24,1810,0
CS3908,46,20,1553,1
CS3909,94,28,1832,0
CS3910,14,20,1331,0
CS3911,10,31,2229,0
CS3912,214,20,1263,0
CS3913,117,17,1159,0
CS3914,50,21,1465,0
CS3915,239,18,1208,0
CS3916,94,15,1154,0
CS3917,16,22,1637,0
CS3918,11,27,2046,0
CS3919,24,21,1478,0
CS3920,46,17,1289,0
CS3921,113,17,1272,0
CS3922,51,11,775,0
CS3923,217,21,1479,0
CS3924,55,28,2075,0
CS3925,8,19,1276,0
CS3926,1,20,1454,0
CS3927,121,26,1854,1
CS3928,134,24,1616,0
CS3929,2,22,1559,1
CS3930,195,17,1234,0
CS3931,228,10,648,0
CS3932,41,20,1466,0
CS3933,135,24,1694,0
CS3934,126,22,1532,0
CS3935,41,23,1549,0
CS3936,98,21,1470,1
CS3937,157,16,1149,0
CS3938,277,15,963,0
CS3939,23,20,1344,0
CS3940,10,16,1021,0
CS3941,119,23,1575,0
CS3942,6,21,1428,1
CS3943,24,22,1522,0
CS3944,51,18,1348,0
CS3945,56,18,1316,0
CS3946,41,24,1348,0
CS3947,32,23,1708,1
CS3948,10,28,2158,0
CS3949,14,14,958,0
CS3950,29,19,1249,1
CS3951,83,17,1239,0
CS3952,27,18,1190,0
CS3953,122,23,1675,0
CS3954,17,23,1738,0
CS3955,12,17,1230,0
CS3956,9,22,1665,0
CS3957,32,19,1288,0
CS3958,1,23,1534,0
CS3959,4,19,1344,0
CS3960,17,19,1416,0
CS3961,55,20,1439,0
CS3962,2,16,1224,0
CS3963,18,23,1629,0
CS3964,8,25,1871,0
CS3965,116,14,952,0
CS3966,18,21,1523,0
CS3967,114,16,1215,0
CS3968,37,23,1662,0
CS3969,67,22,1448,1
CS3970,7,20,1427,0
CS3971,180,20,1309,0
CS3972,20,27,1956,0
CS3973,69,15,968,0
CS3974,109,17,1240,0
CS3975,40,32,2327,0
CS3976,374,15,1099,0
CS3977,98,15,1051,0
CS3978,107,17,1066,0
CS3979,108,26,1924,0
CS3980,37,14,995,0
CS3981,14,21,1595,0
CS3982,10,16,1102,0
CS3983,13,26,2022,0
CS3984,14,19,1229,0
CS3985,47,20,1317,0
CS3986,101,18,1252,0
CS3987,33,19,1367,0
CS3988,89,20,1350,0
CS3989,48,17,1046,0
CS3990,103,23,1759,0
CS3991,8,23,1593,0
CS3992,4,14,920,0
CS3993,4,20,1385,0
CS3994,3,19,1274,0
CS3995,30,15,1044,0
CS3996,46,25,1745,0
CS3997,10,19,1323,0
CS3998,14,18,1353,0
CS3999,67,23,1703,1
CS4000,108,20,1369,0
CS4001,39,30,2086,0
CS4002,65,21,1408,0
CS4003,46,21,1360,0
CS4004,14,23,1683,0
CS4005,21,20,1313,0
CS4006,77,19,1206,0
CS4007,39,21,1464,0
CS4008,96,17,1246,0
CS4009,38,12,761,0
CS4010,4,11,714,0
CS4011,30,24,1671,0
CS4012,64,24,1510,0
CS4013,19,19,1474,0
CS4014,146,29,2133,0
CS4015,78,18,1372,0
CS4016,21,24,1673,1
CS4017,23,17,1357,0
CS4018,56,20,1463,0
CS4019,18,19,1251,1
CS4020,243,16,1154,0
CS4021,104,12,918,0
CS4022,49,24,1840,0
CS4023,30,25,1811,0
CS4024,87,19,1444,0
CS4025,235,22,1612,0
CS4026,12,20,1351,0
CS4027,135,21,1467,0
CS4028,188,19,1416,0
CS4029,80,18,1284,0
CS4030,63,26,1979,0
CS4031,54,18,1436,0
CS4032,57,20,1487,0
CS4033,50,22,1638,0
CS4034,32,23,1631,0
CS4035,6,19,1308,0
CS4036,90,13,822,0
CS4037,23,23,1372,0
CS4038,49,17,1269,0
CS4039,0,23,1753,0
CS4040,83,14,768,0
CS4041,77,16,1056,0
CS4042,70,12,841,0
CS4043,64,18,1283,0
CS4044,37,20,1370,0
CS4045,60,15,945,0
CS4046,93,11,788,0
CS4047,38,17,1221,0
CS4048,32,31,2358,0
CS4049,99,22,1322,0
CS4050,119,22,1553,0
CS4051,15,17,1221,0
CS4052,60,14,966,0
CS4053,20,21,1435,0
CS4054,26,27,1691,0
CS4055,151,17,1063,0
CS4056,99,19,1358,0
CS4057,58,15,975,0
CS4058,225,16,1117,0
CS4059,118,19,1274,0
CS4060,137,16,1200,0
CS4061,93,15,1037,1
CS4062,3,21,1438,0
CS4063,32,19,1300,0
CS4064,0,26,1778,0
CS4065,31,28,1996,0
CS4066,25,22,1554,0
CS4067,30,16,1223,0
CS4068,3,19,1414,0
CS4069,183,17,1127,0
CS4070,1,28,1941,0
CS4071,59,22,1549,0
CS4072,45,17,1214,0
CS4073,22,18,1226,0
CS4074,101,34,2462,0
CS4075,93,21,1660,0
CS4076,6,26,1873,1
CS4077,1,26,1634,0
CS4078,23,21,1419,0
CS4079,88,14,934,0
CS4080,67,23,1646,0
CS4081,19,25,1715,0
CS4082,3,22,1611,0
CS4083,38,24,1761,0
CS4084,33,13,913,0
CS4085,12,17,1211,0
CS4086,204,22,1345,0
CS4087,21,17,1106,0
CS4088,3,19,1347,0
CS4089,94,17,1164,0
CS4090,58,21,1359,0
CS4091,12,21,1435,0
CS4092,174,18,1219,0
CS4093,142,15,1039,0
CS4094,228,18,1327,0
CS4095,40,23,1604,0
CS4096,24,20,1481,0
CS4097,22,19,1409,0
CS4098,2,27,2106,1
CS4099,166,19,1348,0
CS4100,35,17,1161,0
CS4101,24,20,1349,0
CS4102,17,21,1418,0
CS4103,39,28,1997,0
CS4104,68,21,1439,0
CS4105,49,13,942,0
CS4106,167,20,1355,1
CS4107,133,22,1500,1
CS4108,32,20,1464,1
CS4109,6,20,1284,0
CS4110,76,24,1801,1
CS4111,45,26,1906,0
CS4112,406,11,814,0
CS4113,75,18,1241,0
CS4114,37,12,805,0
CS4115,90,24,1763,1
CS4116,237,25,1657,1
CS4117,28,12,709,0
CS4118,82,25,1803,0
CS4119,118,18,1123,0
CS4120,225,27,1718,0
CS4121,285,17,1274,0
CS4122,71,16,1143,0
CS4123,5,27,1701,0
CS4124,56,20,1435,1
CS4125,243,15,967,0
CS4126,37,13,875,0
CS4127,26,20,1561,0
CS4128,7,22,1741,0
